Data set,Source,Field?,Dim,Predator subphylum/ class,Predator order,Predator,Predator scientific name,Predator type,Prey class,Prey order,Prey,Prey scientific name,Prey type,Data type,Replaced?,Hours starved,Temp (C ),Pred per arena,2D Arena size (cm2) (bottom SA),3D arena size (cm3),Predator mass (mg),Predator mass source code,Predator mass regression code,Prey mass (mg),Prey mass source code,Prey mass regression code,Water type,Dataset ID,R2 (mean or only),a,CI a low,CI a hi,h,CI h low,CI h hi,Num bootstraps,Notes
1490,Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Cypriniformes,Danube bleak,Alburnus chalcoides,,Branchiopoda,Cercopagididae,Spiny water flea,Bythotrephes longimanus,ovigerous,Mean,N,24,20,1,,20000,5.20E+03,Original species length,Species,2.13E-01,Original species length,Order,Fresh,1490,0.88,1.26E+02,1.21E+02,1.33E+02,1.03E-05,9.75E-06,1.09E-05,200,
1491,Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Cypriniformes,Danube bleak,Alburnus chalcoides,,Branchiopoda,Leptodoridae,Water flea,Leptodora kindtii,ovigerous,Mean,N,24,20,1,,20000,5.20E+03,Original species length,Species,8.24E-01,Original species length,Order,Fresh,1491,0.79,5.54E+01,4.65E+01,6.71E+01,2.94E-05,2.34E-05,3.58E-05,200,
1492,Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Cypriniformes,Vimba bream,Vimba vimba,,Crustacea,Copepoda,Cyclops,Cyclops spp.,ovigerous,Mean,N,24,20,1,,20000,6.29E+03,Original species length,Species,9.65E-02,Original species length,Order,Fresh ,1492,0.74,2.69E+01,2.05E+01,3.55E+01,4.45E-05,2.62E-05,6.04E-05,200,
1493,Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Cypriniformes,Vimba bream,Vimba vimba,,Branchiopoda,Cercopagididae,Spiny water flea,Bythotrephes longimanus,ovigerous,Mean,N,24,20,1,,20000,6.29E+03,Original species length,Species,2.13E-01,Original species length,Order,Fresh,1493,0.82,8.13E+01,6.90E+01,1.00E+02,2.06E-05,1.74E-05,2.45E-05,200,
1494,Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Cypriniformes,Vimba bream,Vimba vimba,,Branchiopoda,Leptodoridae,Water flea,Leptodora kindtii,ovigerous,Mean,N,24,20,1,,20000,6.29E+03,Original species length,Species,8.24E-01,Original species length,Order,Fresh ,1494,0.66,3.75E+01,2.88E+01,5.53E+01,4.44E-05,3.18E-05,6.09E-05,200,
1495,Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Cypriniformes,Freshwater bream,Abramis brama,,Crustacea,Copepoda,Cyclops,Cyclops spp.,ovigerous,Mean,N,24,20,1,,20000,8.59E+03,Original species length,Species,9.65E-02,Original species length,Order,Fresh,1495,0.33,1.56E+01,1.09E+01,5.48E+01,3.64E-05,6.94E-11,9.83E-05,200,
1496,Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Cypriniformes,Freshwater bream,Abramis brama,,Branchiopoda,Cercopagididae,Spiny water flea,Bythotrephes longimanus,ovigerous,Mean,N,24,20,1,,20000,8.59E+03,Original species length,Species,2.13E-01,Original species length,Order,Fresh,1496,0.78,6.78E+01,5.81E+01,8.05E+01,2.32E-05,2.01E-05,2.70E-05,200,
1497,Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Cypriniformes,Freshwater bream,Abramis brama,,Branchiopoda,Leptodoridae,Water flea,Leptodora kindtii,ovigerous,Mean,N,24,20,1,,20000,8.59E+03,Original species length,Species,8.24E-01,Original species length,Order,Fresh,1497,0.66,3.24E+01,2.50E+01,4.78E+01,3.85E-05,2.48E-05,5.35E-05,200,
1498,Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Cypriniformes,Roach,Rutilus rutilus,,Crustacea,Copepoda,Cyclops,Cyclops spp.,ovigerous,Mean,N,24,20,1,,20000,6.99E+03,Original species length,Species,9.65E-02,Original species length,Order,Fresh,1498,0.74,3.18E+01,2.59E+01,4.03E+01,3.04E-05,2.07E-05,4.24E-05,200,
1499,Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Cypriniformes,Roach,Rutilus rutilus,,Branchiopoda,Cercopagididae,Spiny water flea,Bythotrephes longimanus,ovigerous,Mean,N,24,20,1,,20000,6.99E+03,Original species length,Species,2.13E-01,Original species length,Order,Fresh ,1499,0.76,8.75E+01,7.39E+01,1.05E+02,2.75E-05,2.44E-05,3.13E-05,200,
1500,Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Cypriniformes,Rudd,Scardinius erythrophthalmus,,Branchiopoda,Cercopagididae,Spiny water flea,Bythotrephes longimanus,ovigerous,Mean,N,24,20,1,,20000,7.30E+03,Original species length,Species,2.13E-01,Original species length,Order,Fresh,1500,0.8,3.17E+01,2.59E+01,4.14E+01,2.25E-05,1.16E-05,3.36E-05,200,
1501,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,juvenile,Crustacea,Cladocera,Daphnia,Daphnia pulex and D. magna,Large,Mean,N,18,23.7,1,,24000,5.63E+02,Original species length,Species,1.15E+00,Original species length,Order,Fresh,1501,0.26,1.33E+02,7.93E+01,2.75E+02,4.68E-05,4.26E-05,5.09E-05,200,no cadmium
1502,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,juvenile,Crustacea,Cladocera,Daphnia,Daphnia pulex and D. magna,Large,Mean,N,18,23.7,1,,24000,5.63E+02,Original species length,Species,1.15E+00,Original species length,Order,Fresh,1502,0.44,6.50E+01,4.34E+01,1.13E+02,5.21E-05,4.77E-05,5.78E-05,200,30 ?g Cd/L
1503,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,juvenile,Crustacea,Cladocera,Daphnia,Daphnia pulex and D. magna,Large,Mean,N,18,23.7,1,,24000,5.63E+02,Original species length,Species,1.15E+00,Original species length,Order,Fresh,1503,0.64,3.54E+01,2.63E+01,4.93E+01,4.85E-05,4.44E-05,5.38E-05,200,60 ?g Cd/L
1504,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,juvenile,Crustacea,Cladocera,Daphnia,Daphnia pulex and D. magna,Large,Mean,N,18,23.7,1,,24000,5.63E+02,Original species length,Species,1.15E+00,Original species length,Order,Fresh,1504,0.47,6.81E+01,4.43E+01,1.06E+02,4.63E-05,4.18E-05,5.01E-05,200,120 ?g Cd/L
1505,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,juvenile,Crustacea,Cladocera,Daphnia,Daphnia pulex and D. magna,Large,Mean,N,18,23.7,1,,24000,5.63E+02,Original species length,Species,1.15E+00,Original species length,Order,Fresh,1505,0.03,4.57E+02,2.31E+02,6.81E+02,6.60E-05,6.21E-05,7.06E-05,200,240 ?g Cd/L
1506,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,juvenile,Crustacea,Cladocera,Daphnia,Daphnia pulex and D. magna,Medium,Mean,N,18,23.7,1,,24000,5.63E+02,Original species length,Species,2.96E-01,Original species length,Order,Fresh,1506,0.77,6.62E+01,5.66E+01,7.58E+01,1.94E-05,1.81E-05,2.09E-05,200,no cadmium
1507,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,juvenile,Crustacea,Cladocera,Daphnia,Daphnia pulex and D. magna,Medium,Mean,N,18,23.7,1,,24000,5.63E+02,Original species length,Species,2.96E-01,Original species length,Order,Fresh,1507,0.89,3.07E+01,2.53E+01,3.78E+01,1.97E-05,1.79E-05,2.14E-05,200,30 ?g Cd/L
1508,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,juvenile,Crustacea,Cladocera,Daphnia,Daphnia pulex and D. magna,Medium,Mean,N,18,23.7,1,,24000,5.63E+02,Original species length,Species,2.96E-01,Original species length,Order,Fresh,1508,0.73,6.81E+01,5.77E+01,7.94E+01,2.40E-05,2.25E-05,2.58E-05,200,60 ?g Cd/L
1509,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,juvenile,Crustacea,Cladocera,Daphnia,Daphnia pulex and D. magna,Medium,Mean,N,18,23.7,1,,24000,5.63E+02,Original species length,Species,2.96E-01,Original species length,Order,Fresh,1509,0.82,3.89E+01,3.37E+01,4.67E+01,2.74E-05,2.51E-05,2.98E-05,200,120 ?g Cd/L
1510,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,juvenile,Crustacea,Cladocera,Daphnia,Daphnia pulex and D. magna,Medium,Mean,N,18,23.7,1,,24000,5.63E+02,Original species length,Species,2.96E-01,Original species length,Order,Fresh,1510,0.86,4.40E+01,3.73E+01,5.22E+01,2.03E-05,1.87E-05,2.22E-05,200,240 ?g Cd/L
1511,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,juvenile,Crustacea,Cladocera,Daphnia,Daphnia pulex and D. magna,Small,Mean,N,18,23.7,1,,24000,5.63E+02,Original species length,Species,6.57E-02,Original species length,Order,Fresh,1511,0.89,3.64E+01,3.04E+01,4.26E+01,1.66E-05,1.53E-05,1.82E-05,200,no cadmium
1512,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,juvenile,Crustacea,Cladocera,Daphnia,Daphnia pulex and D. magna,Small,Mean,N,18,23.7,1,,24000,5.63E+02,Original species length,Species,6.57E-02,Original species length,Order,Fresh,1512,0.87,2.94E+01,2.45E+01,3.45E+01,2.46E-05,2.25E-05,2.70E-05,200,30 ?g Cd/L
1513,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,juvenile,Crustacea,Cladocera,Daphnia,Daphnia pulex and D. magna,Small,Mean,N,18,23.7,1,,24000,5.63E+02,Original species length,Species,6.57E-02,Original species length,Order,Fresh,1513,0.92,1.56E+01,1.31E+01,1.86E+01,2.23E-05,1.98E-05,2.54E-05,200,60 ?g Cd/L
1514,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,juvenile,Crustacea,Cladocera,Daphnia,Daphnia pulex and D. magna,Small,Mean,N,18,23.7,1,,24000,5.63E+02,Original species length,Species,6.57E-02,Original species length,Order,Fresh,1514,0.93,1.42E+01,1.19E+01,1.68E+01,1.97E-05,1.75E-05,2.22E-05,200,120 ?g Cd/L
1515,Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,juvenile,Crustacea,Cladocera,Daphnia,Daphnia pulex and D. magna,Small,Mean,N,18,23.7,1,,24000,5.63E+02,Original species length,Species,6.57E-02,Original species length,Order,Fresh,1515,0.89,2.36E+01,1.92E+01,2.74E+01,2.13E-05,1.93E-05,2.36E-05,200,240 ?g Cd/L
1516,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? A,Crustacea,Cladocera,Daphnia,Daphnia pulex,,Mean,N,18,21.5,1,,60000,2.81E+03,Original species length,Species,3.53E-01,Average species mass,,Fresh,1516,0.49,1.20E+01,9.60E+00,1.46E+01,2.01E-05,1.82E-05,2.20E-05,200,5 ?g Cu/L
1517,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? A,Crustacea,Cladocera,Daphnia,Daphnia pulex,,Mean,N,18,21.5,1,,60000,2.81E+03,Original species length,Species,3.53E-01,Average species mass,,Fresh,1517,0.43,4.21E+00,2.59E+00,6.03E+00,3.63E-05,2.83E-05,4.19E-05,200,31 ?g Cu/L
1518,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? A,Crustacea,Cladocera,Daphnia,Daphnia pulex,,Mean,N,18,21.5,1,,60000,2.81E+03,Original species length,Species,3.53E-01,Average species mass,,Fresh,1518,0.49,7.86E+00,6.91E+00,9.04E+00,2.46E-05,2.29E-05,2.70E-05,200,180 ?g Cu/L
1519,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? A,Crustacea,Cladocera,Daphnia,Daphnia pulex,,Mean,N,18,21.5,1,,60000,2.81E+03,Original species length,Species,3.53E-01,Average species mass,,Fresh,1519,0.22,7.89E+00,6.65E+00,9.18E+00,5.60E-05,5.16E-05,6.03E-05,200,1710 ?g Cu/L
1520,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? B,Crustacea,Cladocera,Daphnia,Daphnia magna,,Mean,N,18,21.5,1,,60000,1.62E+03,Original species length,Species,9.90E-01,Average species mass,,Fresh,1520,0.55,6.54E+01,5.28E+01,7.94E+01,1.68E-05,1.53E-05,1.83E-05,200,5 ?g Cu/L
1521,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? B,Crustacea,Cladocera,Daphnia,Daphnia magna,,Mean,N,18,21.5,1,,60000,1.62E+03,Original species length,Species,9.90E-01,Average species mass,,Fresh,1521,0.58,5.41E+01,4.43E+01,6.54E+01,1.83E-05,1.69E-05,1.98E-05,200,31 ?g Cu/L
1522,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? B,Crustacea,Cladocera,Daphnia,Daphnia magna,,Mean,N,18,21.5,1,,60000,1.62E+03,Original species length,Species,9.90E-01,Average species mass,,Fresh,1522,0.67,2.84E+01,2.28E+01,3.47E+01,1.50E-05,1.31E-05,1.72E-05,200,180 ?g Cu/L
1523,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? B,Crustacea,Cladocera,Daphnia,Daphnia magna,,Mean,N,18,21.5,1,,60000,1.62E+03,Original species length,Species,9.90E-01,Average species mass,,Fresh,1523,0.44,5.33E+01,4.58E+01,6.37E+01,2.96E-05,2.71E-05,3.18E-05,200,1710 ?g Cu/L
1524,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? C,Crustacea,Amphipoda,Amphipod,Hyalella azteca,,Mean,N,18,21.5,1,,60000,1.23E+03,Original species length,Species,1.00E+00,Alternate species mass,,Fresh,1524,0.16,1.71E+00,1.16E+00,2.68E+00,2.52E-04,2.11E-04,2.90E-04,200,5 ?g Cu/L
1525,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? C,Crustacea,Amphipoda,Amphipod,Hyalella azteca,,Mean,N,18,21.5,1,,60000,1.23E+03,Original species length,Species,1.00E+00,Alternate species mass,,Fresh,1525,0.23,9.08E-01,6.93E-01,1.31E+00,2.81E-04,2.35E-04,3.40E-04,200,31 ?g Cu/L
1526,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? C,Crustacea,Amphipoda,Amphipod,Hyalella azteca,,Mean,N,18,21.5,1,,60000,1.23E+03,Original species length,Species,1.00E+00,Alternate species mass,,Fresh,1526,0.07,1.93E+00,1.37E+00,3.54E+00,3.99E-04,3.55E-04,4.47E-04,200,180 ?g Cu/L
1527,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? C,Crustacea,Amphipoda,Amphipod,Hyalella azteca,,Mean,N,18,21.5,1,,60000,1.23E+03,Original species length,Species,1.00E+00,Alternate species mass,,Fresh,1527,0.09,8.91E-01,6.56E-01,1.33E+00,6.67E-04,5.97E-04,7.50E-04,200,1710 ?g Cu/L
1528,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? D,Hexapoda,Coenagrionidae,Damselfly naiads,Enallagma spp.,Small,Mean,N,18,21.5,1,,60000,2.27E+03,Original species length,Species,3.32E+01,Original genus length,Order,Fresh,1528,0.04,2.12E+00,1.61E+00,3.05E+00,3.93E-04,3.52E-04,4.38E-04,200,5 ?g Cu/L
1529,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? D,Hexapoda,Coenagrionidae,Damselfly naiads,Enallagma spp.,Small,Mean,N,18,21.5,1,,60000,2.27E+03,Original species length,Species,3.32E+01,Original genus length,Order,Fresh,1529,0.17,7.56E-01,5.71E-01,1.08E+00,4.54E-04,3.74E-04,5.40E-04,200,31 ?g Cu/L
1530,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? D,Hexapoda,Coenagrionidae,Damselfly naiads,Enallagma spp.,Small,Mean,N,18,21.5,1,,60000,2.27E+03,Original species length,Species,3.32E+01,Original genus length,Order,Fresh,1530,0.47,1.52E-01,1.35E-01,1.76E-01,3.52E-11,1.83E-11,1.54E-04,200,180 ?g Cu/L
1532,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? E,Hexapoda,Coenagrionidae,Damselfly naiads,Enallagma spp.,Large,Mean,N,18,21.5,1,,60000,2.17E+03,Original species length,Species,1.05E+02,Original genus length,Order,Fresh,1532,0.34,1.28E+00,1.03E+00,1.61E+00,6.76E-04,5.77E-04,7.64E-04,200,5 ?g Cu/L
1533,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? E,Hexapoda,Coenagrionidae,Damselfly naiads,Enallagma spp.,Large,Mean,N,18,21.5,1,,60000,2.17E+03,Original species length,Species,1.05E+02,Original genus length,Order,Fresh,1533,0.05,3.88E+00,2.06E+00,1.36E+01,1.41E-03,1.21E-03,1.59E-03,200,31 ?g Cu/L
1534,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? E,Hexapoda,Coenagrionidae,Damselfly naiads,Enallagma spp.,Large,Mean,N,18,21.5,1,,60000,2.17E+03,Original species length,Species,1.05E+02,Original genus length,Order,Fresh,1534,0.23,1.26E+00,1.02E+00,1.58E+00,1.15E-03,1.02E-03,1.29E-03,200,180 ?g Cu/L
1535,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? E,Hexapoda,Coenagrionidae,Damselfly naiads,Enallagma spp.,Large,Mean,N,18,21.5,1,,60000,2.17E+03,Original species length,Species,1.05E+02,Original genus length,Order,Fresh,1535,0.14,8.39E-01,6.75E-01,1.20E+00,2.66E-03,2.33E-03,3.05E-03,200,1710 ?g Cu/L
1536,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? F,Crustacea,Cladocera,Daphnia,Daphnia pulex,,Mean,N,18,21.5,1,,60000,2.45E+03,Original species length,Species,3.53E-01,Average species mass,,Fresh,1536,0.14,1.43E+01,9.69E+00,2.21E+01,6.13E-05,5.65E-05,6.69E-05,200,Cu Treated Prey/5 ?g Cu/L
1537,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? F,Crustacea,Cladocera,Daphnia,Daphnia pulex,,Mean,N,18,21.5,1,,60000,2.45E+03,Original species length,Species,3.53E-01,Average species mass,,Fresh,1537,0,1.37E+02,3.95E+01,3.29E+02,6.82E-05,6.43E-05,7.20E-05,200,Cu Treated Prey/31 ?g Cu/L
1538,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? G,Crustacea,Cladocera,Daphnia,Daphnia magna,,Mean,N,18,21.5,1,,60000,3.24E+03,Original species length,Species,9.90E-01,Average species mass,,Fresh,1538,0.6,1.74E+01,1.35E+01,2.18E+01,3.28E-05,2.93E-05,3.72E-05,200,Cu Treated Prey/5 ?g Cu/L
1539,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? G,Crustacea,Cladocera,Daphnia,Daphnia magna,,Mean,N,18,21.5,1,,60000,3.24E+03,Original species length,Species,9.90E-01,Average species mass,,Fresh,1539,0.6,1.18E+01,9.62E+00,1.42E+01,5.03E-05,4.57E-05,5.66E-05,200,Cu Treated Prey/31 ?g Cu/L
1540,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? H,Crustacea,Amphipoda,Amphipod,Hyalella azteca,,Mean,N,18,21.5,1,,60000,1.27E+03,Original species length,Species,1.00E+00,Alternate species mass,,Fresh,1540,0.09,2.05E+00,1.28E+00,3.64E+00,3.30E-04,2.86E-04,3.77E-04,200,Cu Treated Prey/5 ?g Cu/L
1541,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? H,Crustacea,Amphipoda,Amphipod,Hyalella azteca,,Mean,N,18,21.5,1,,60000,1.27E+03,Original species length,Species,1.00E+00,Alternate species mass,,Fresh,1541,0.03,3.02E+00,1.42E+00,2.71E+01,4.34E-04,3.65E-04,4.94E-04,200,Cu Treated Prey/31 ?g Cu/L
1542,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? H,Crustacea,Amphipoda,Amphipod,Hyalella azteca,,Mean,N,18,21.5,1,,60000,1.27E+03,Original species length,Species,1.00E+00,Alternate species mass,,Fresh,1542,0.31,8.59E-01,6.85E-01,1.09E+00,2.26E-04,1.91E-04,2.69E-04,200,Cu Treated Prey/180 ?g Cu/L
1543,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? I,Hexapoda,Coenagrionidae,Damselfly naiads,Enallagma spp.,Small,Mean,N,18,21.5,1,,60000,3.34E+03,Original species length,Species,3.32E+01,Original genus length,Order,Fresh,1543,0.08,1.17E+00,7.18E-01,2.61E+00,5.68E-04,4.58E-04,6.82E-04,200,Cu Treated Prey/5 ?g Cu/L
1544,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? I,Hexapoda,Coenagrionidae,Damselfly naiads,Enallagma spp.,Small,Mean,N,18,21.5,1,,60000,3.34E+03,Original species length,Species,3.32E+01,Original genus length,Order,Fresh,1544,0.24,2.06E-01,1.41E-01,3.13E-01,3.03E-04,7.90E-06,6.02E-04,200,Cu Treated Prey/31 ?g Cu/L
1545,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? I,Hexapoda,Coenagrionidae,Damselfly naiads,Enallagma spp.,Small,Mean,N,18,21.5,1,,60000,3.34E+03,Original species length,Species,3.32E+01,Original genus length,Order,Fresh,1545,0.03,1.25E+00,7.82E-01,2.62E+00,9.21E-04,8.04E-04,1.05E-03,200,Cu Treated Prey/180 ?g Cu/L
1546,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? J,Hexapoda,Coenagrionidae,Damselfly naiads,Enallagma spp.,Large,Mean,N,18,21.5,1,,60000,1.96E+03,Original species length,Species,1.05E+02,Original genus length,Order,Fresh,1546,0.01,8.10E+00,3.25E+00,5.09E+01,2.03E-03,1.81E-03,2.29E-03,200,Cu Treated Prey/5 ?g Cu/L
1547,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? J,Hexapoda,Coenagrionidae,Damselfly naiads,Enallagma spp.,Large,Mean,N,18,21.5,1,,60000,1.96E+03,Original species length,Species,1.05E+02,Original genus length,Order,Fresh,1547,0.11,1.09E+00,6.57E-01,1.93E+00,2.66E-03,2.28E-03,3.12E-03,200,Cu Treated Prey/31 ?g Cu/L
1548,Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES,,3,Actinopterygii,Perciformes,Bluegill,Lepomis macrochirus,Adult? J,Hexapoda,Coenagrionidae,Damselfly naiads,Enallagma spp.,Large,Mean,N,18,21.5,1,,60000,1.96E+03,Original species length,Species,1.05E+02,Original genus length,Order,Fresh,1548,0.33,1.69E-01,1.47E-01,1.90E-01,2.01E-10,1.32E-10,4.43E-10,200,Cu Treated Prey/180 ?g Cu/L
1549,Houde and Schekter 1980 ENVIRMTAL BIOL OF FISHES,,3,Actinopterygii,Clupeiformes,Bay anchovy,Anchoa mitchilli,Larva A,Crustacea,Copepoda,"Nauplii and copepodites, Small","Oithona nana, Acartia tonsa, and Paracalanus parvus",Composed primarily of these 3 prey species,Mean,N,,26,אפר-20,,10000,2.00E-02,Original species mass,,3.00E-04,Original species mass,,Marine,1549,0.95,1.30E-03,1.04E-03,1.56E-03,8.99E-04,6.14E-04,1.33E-03,200,
