"","Data.set","Source","Field.","Dim","Predator.subphylum..class","Predator.order","Predator","Predator.scientific.name","Predator.type","Prey.class","Prey.order","Prey","Prey.scientific.name","Prey.type","Data.type","Replaced.","Hours.starved","Temp..C..","Pred.per.arena","X2D.Arena.size..cm2...bottom.SA.","X3D.arena.size..cm3.","Predator.mass..mg.","Predator.mass.source.code","Predator.mass.regression.code","Prey.mass..mg.","Prey.mass.source.code","Prey.mass.regression.code","Water.type","Dataset.ID","R2..mean.or.only.","a","CI.a.low","CI.a.hi","h","CI.h.low","CI.h.hi","Num.bootstraps","Notes","mean.aspect.ratio"
"136",1490,"Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES","",3,"Actinopterygii","Cypriniformes","Danube bleak","Alburnus chalcoides","","Branchiopoda","Cercopagididae","Spiny water flea","Bythotrephes longimanus","ovigerous","Mean","N",24,20,"1",NA,20000,5200,"Original species length","Species",0.213,"Original species length","Order","Fresh",1490,0.88,126,121,133,1.03e-05,9.75e-06,1.09e-05,200,"",2.01554
"137",1491,"Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES","",3,"Actinopterygii","Cypriniformes","Danube bleak","Alburnus chalcoides","","Branchiopoda","Leptodoridae","Water flea","Leptodora kindtii","ovigerous","Mean","N",24,20,"1",NA,20000,5200,"Original species length","Species",0.824,"Original species length","Order","Fresh",1491,0.79,55.4,46.5,67.1,2.94e-05,2.34e-05,3.58e-05,200,"",2.01554
"138",1492,"Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES","",3,"Actinopterygii","Cypriniformes","Vimba bream","Vimba vimba","","Crustacea","Copepoda","Cyclops","Cyclops spp.","ovigerous","Mean","N",24,20,"1",NA,20000,6290,"Original species length","Species",0.0965,"Original species length","Order","Fresh ",1492,0.74,26.9,20.5,35.5,4.45e-05,2.62e-05,6.04e-05,200,"",1.27913
"139",1493,"Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES","",3,"Actinopterygii","Cypriniformes","Vimba bream","Vimba vimba","","Branchiopoda","Cercopagididae","Spiny water flea","Bythotrephes longimanus","ovigerous","Mean","N",24,20,"1",NA,20000,6290,"Original species length","Species",0.213,"Original species length","Order","Fresh",1493,0.82,81.3,69,100,2.06e-05,1.74e-05,2.45e-05,200,"",1.27913
"140",1494,"Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES","",3,"Actinopterygii","Cypriniformes","Vimba bream","Vimba vimba","","Branchiopoda","Leptodoridae","Water flea","Leptodora kindtii","ovigerous","Mean","N",24,20,"1",NA,20000,6290,"Original species length","Species",0.824,"Original species length","Order","Fresh ",1494,0.66,37.5,28.8,55.3,4.44e-05,3.18e-05,6.09e-05,200,"",1.27913
"141",1495,"Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES","",3,"Actinopterygii","Cypriniformes","Freshwater bream","Abramis brama","","Crustacea","Copepoda","Cyclops","Cyclops spp.","ovigerous","Mean","N",24,20,"1",NA,20000,8590,"Original species length","Species",0.0965,"Original species length","Order","Fresh",1495,0.33,15.6,10.9,54.8,3.64e-05,6.94e-11,9.83e-05,200,"",1.7346225
"142",1496,"Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES","",3,"Actinopterygii","Cypriniformes","Freshwater bream","Abramis brama","","Branchiopoda","Cercopagididae","Spiny water flea","Bythotrephes longimanus","ovigerous","Mean","N",24,20,"1",NA,20000,8590,"Original species length","Species",0.213,"Original species length","Order","Fresh",1496,0.78,67.8,58.1,80.5,2.32e-05,2.01e-05,2.7e-05,200,"",1.7346225
"143",1497,"Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES","",3,"Actinopterygii","Cypriniformes","Freshwater bream","Abramis brama","","Branchiopoda","Leptodoridae","Water flea","Leptodora kindtii","ovigerous","Mean","N",24,20,"1",NA,20000,8590,"Original species length","Species",0.824,"Original species length","Order","Fresh",1497,0.66,32.4,25,47.8,3.85e-05,2.48e-05,5.35e-05,200,"",1.7346225
"144",1498,"Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES","",3,"Actinopterygii","Cypriniformes","Roach","Rutilus rutilus","","Crustacea","Copepoda","Cyclops","Cyclops spp.","ovigerous","Mean","N",24,20,"1",NA,20000,6990,"Original species length","Species",0.0965,"Original species length","Order","Fresh",1498,0.74,31.8,25.9,40.3,3.04e-05,2.07e-05,4.24e-05,200,"",1.472685
"145",1499,"Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES","",3,"Actinopterygii","Cypriniformes","Roach","Rutilus rutilus","","Branchiopoda","Cercopagididae","Spiny water flea","Bythotrephes longimanus","ovigerous","Mean","N",24,20,"1",NA,20000,6990,"Original species length","Species",0.213,"Original species length","Order","Fresh ",1499,0.76,87.5,73.9,105,2.75e-05,2.44e-05,3.13e-05,200,"",1.472685
"146",1500,"Winkler and Orellana 1992 ENVIRMTAL BIOL OF FISHES","",3,"Actinopterygii","Cypriniformes","Rudd","Scardinius erythrophthalmus","","Branchiopoda","Cercopagididae","Spiny water flea","Bythotrephes longimanus","ovigerous","Mean","N",24,20,"1",NA,20000,7300,"Original species length","Species",0.213,"Original species length","Order","Fresh",1500,0.8,31.7,25.9,41.4,2.25e-05,1.16e-05,3.36e-05,200,"",1.76594
"147",1501,"Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","juvenile","Crustacea","Cladocera","Daphnia","Daphnia pulex and D. magna","Large","Mean","N",18,23.7,"1",NA,24000,563,"Original species length","Species",1.15,"Original species length","Order","Fresh",1501,0.26,133,79.3,275,4.68e-05,4.26e-05,5.09e-05,200,"no cadmium",1.390005
"148",1502,"Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","juvenile","Crustacea","Cladocera","Daphnia","Daphnia pulex and D. magna","Large","Mean","N",18,23.7,"1",NA,24000,563,"Original species length","Species",1.15,"Original species length","Order","Fresh",1502,0.44,65,43.4,113,5.21e-05,4.77e-05,5.78e-05,200,"30 ?g Cd/L",1.390005
"149",1503,"Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","juvenile","Crustacea","Cladocera","Daphnia","Daphnia pulex and D. magna","Large","Mean","N",18,23.7,"1",NA,24000,563,"Original species length","Species",1.15,"Original species length","Order","Fresh",1503,0.64,35.4,26.3,49.3,4.85e-05,4.44e-05,5.38e-05,200,"60 ?g Cd/L",1.390005
"150",1504,"Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","juvenile","Crustacea","Cladocera","Daphnia","Daphnia pulex and D. magna","Large","Mean","N",18,23.7,"1",NA,24000,563,"Original species length","Species",1.15,"Original species length","Order","Fresh",1504,0.47,68.1,44.3,106,4.63e-05,4.18e-05,5.01e-05,200,"120 ?g Cd/L",1.390005
"151",1505,"Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","juvenile","Crustacea","Cladocera","Daphnia","Daphnia pulex and D. magna","Large","Mean","N",18,23.7,"1",NA,24000,563,"Original species length","Species",1.15,"Original species length","Order","Fresh",1505,0.03,457,231,681,6.6e-05,6.21e-05,7.06e-05,200,"240 ?g Cd/L",1.390005
"152",1506,"Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","juvenile","Crustacea","Cladocera","Daphnia","Daphnia pulex and D. magna","Medium","Mean","N",18,23.7,"1",NA,24000,563,"Original species length","Species",0.296,"Original species length","Order","Fresh",1506,0.77,66.2,56.6,75.8,1.94e-05,1.81e-05,2.09e-05,200,"no cadmium",1.390005
"153",1507,"Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","juvenile","Crustacea","Cladocera","Daphnia","Daphnia pulex and D. magna","Medium","Mean","N",18,23.7,"1",NA,24000,563,"Original species length","Species",0.296,"Original species length","Order","Fresh",1507,0.89,30.7,25.3,37.8,1.97e-05,1.79e-05,2.14e-05,200,"30 ?g Cd/L",1.390005
"154",1508,"Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","juvenile","Crustacea","Cladocera","Daphnia","Daphnia pulex and D. magna","Medium","Mean","N",18,23.7,"1",NA,24000,563,"Original species length","Species",0.296,"Original species length","Order","Fresh",1508,0.73,68.1,57.7,79.4,2.4e-05,2.25e-05,2.58e-05,200,"60 ?g Cd/L",1.390005
"155",1509,"Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","juvenile","Crustacea","Cladocera","Daphnia","Daphnia pulex and D. magna","Medium","Mean","N",18,23.7,"1",NA,24000,563,"Original species length","Species",0.296,"Original species length","Order","Fresh",1509,0.82,38.9,33.7,46.7,2.74e-05,2.51e-05,2.98e-05,200,"120 ?g Cd/L",1.390005
"156",1510,"Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","juvenile","Crustacea","Cladocera","Daphnia","Daphnia pulex and D. magna","Medium","Mean","N",18,23.7,"1",NA,24000,563,"Original species length","Species",0.296,"Original species length","Order","Fresh",1510,0.86,44,37.3,52.2,2.03e-05,1.87e-05,2.22e-05,200,"240 ?g Cd/L",1.390005
"157",1511,"Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","juvenile","Crustacea","Cladocera","Daphnia","Daphnia pulex and D. magna","Small","Mean","N",18,23.7,"1",NA,24000,563,"Original species length","Species",0.0657,"Original species length","Order","Fresh",1511,0.89,36.4,30.4,42.6,1.66e-05,1.53e-05,1.82e-05,200,"no cadmium",1.390005
"158",1512,"Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","juvenile","Crustacea","Cladocera","Daphnia","Daphnia pulex and D. magna","Small","Mean","N",18,23.7,"1",NA,24000,563,"Original species length","Species",0.0657,"Original species length","Order","Fresh",1512,0.87,29.4,24.5,34.5,2.46e-05,2.25e-05,2.7e-05,200,"30 ?g Cd/L",1.390005
"159",1513,"Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","juvenile","Crustacea","Cladocera","Daphnia","Daphnia pulex and D. magna","Small","Mean","N",18,23.7,"1",NA,24000,563,"Original species length","Species",0.0657,"Original species length","Order","Fresh",1513,0.92,15.6,13.1,18.6,2.23e-05,1.98e-05,2.54e-05,200,"60 ?g Cd/L",1.390005
"160",1514,"Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","juvenile","Crustacea","Cladocera","Daphnia","Daphnia pulex and D. magna","Small","Mean","N",18,23.7,"1",NA,24000,563,"Original species length","Species",0.0657,"Original species length","Order","Fresh",1514,0.93,14.2,11.9,16.8,1.97e-05,1.75e-05,2.22e-05,200,"120 ?g Cd/L",1.390005
"161",1515,"Bryan et al 1995 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","juvenile","Crustacea","Cladocera","Daphnia","Daphnia pulex and D. magna","Small","Mean","N",18,23.7,"1",NA,24000,563,"Original species length","Species",0.0657,"Original species length","Order","Fresh",1515,0.89,23.6,19.2,27.4,2.13e-05,1.93e-05,2.36e-05,200,"240 ?g Cd/L",1.390005
"162",1516,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? A","Crustacea","Cladocera","Daphnia","Daphnia pulex","","Mean","N",18,21.5,"1",NA,60000,2810,"Original species length","Species",0.353,"Average species mass","","Fresh",1516,0.49,12,9.6,14.6,2.01e-05,1.82e-05,2.2e-05,200,"5 ?g Cu/L",1.390005
"163",1517,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? A","Crustacea","Cladocera","Daphnia","Daphnia pulex","","Mean","N",18,21.5,"1",NA,60000,2810,"Original species length","Species",0.353,"Average species mass","","Fresh",1517,0.43,4.21,2.59,6.03,3.63e-05,2.83e-05,4.19e-05,200,"31 ?g Cu/L",1.390005
"164",1518,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? A","Crustacea","Cladocera","Daphnia","Daphnia pulex","","Mean","N",18,21.5,"1",NA,60000,2810,"Original species length","Species",0.353,"Average species mass","","Fresh",1518,0.49,7.86,6.91,9.04,2.46e-05,2.29e-05,2.7e-05,200,"180 ?g Cu/L",1.390005
"165",1519,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? A","Crustacea","Cladocera","Daphnia","Daphnia pulex","","Mean","N",18,21.5,"1",NA,60000,2810,"Original species length","Species",0.353,"Average species mass","","Fresh",1519,0.22,7.89,6.65,9.18,5.6e-05,5.16e-05,6.03e-05,200,"1710 ?g Cu/L",1.390005
"166",1520,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? B","Crustacea","Cladocera","Daphnia","Daphnia magna","","Mean","N",18,21.5,"1",NA,60000,1620,"Original species length","Species",0.99,"Average species mass","","Fresh",1520,0.55,65.4,52.8,79.4,1.68e-05,1.53e-05,1.83e-05,200,"5 ?g Cu/L",1.390005
"167",1521,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? B","Crustacea","Cladocera","Daphnia","Daphnia magna","","Mean","N",18,21.5,"1",NA,60000,1620,"Original species length","Species",0.99,"Average species mass","","Fresh",1521,0.58,54.1,44.3,65.4,1.83e-05,1.69e-05,1.98e-05,200,"31 ?g Cu/L",1.390005
"168",1522,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? B","Crustacea","Cladocera","Daphnia","Daphnia magna","","Mean","N",18,21.5,"1",NA,60000,1620,"Original species length","Species",0.99,"Average species mass","","Fresh",1522,0.67,28.4,22.8,34.7,1.5e-05,1.31e-05,1.72e-05,200,"180 ?g Cu/L",1.390005
"169",1523,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? B","Crustacea","Cladocera","Daphnia","Daphnia magna","","Mean","N",18,21.5,"1",NA,60000,1620,"Original species length","Species",0.99,"Average species mass","","Fresh",1523,0.44,53.3,45.8,63.7,2.96e-05,2.71e-05,3.18e-05,200,"1710 ?g Cu/L",1.390005
"170",1524,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? C","Crustacea","Amphipoda","Amphipod","Hyalella azteca","","Mean","N",18,21.5,"1",NA,60000,1230,"Original species length","Species",1,"Alternate species mass","","Fresh",1524,0.16,1.71,1.16,2.68,0.000252,0.000211,0.00029,200,"5 ?g Cu/L",1.390005
"171",1525,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? C","Crustacea","Amphipoda","Amphipod","Hyalella azteca","","Mean","N",18,21.5,"1",NA,60000,1230,"Original species length","Species",1,"Alternate species mass","","Fresh",1525,0.23,0.908,0.693,1.31,0.000281,0.000235,0.00034,200,"31 ?g Cu/L",1.390005
"172",1526,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? C","Crustacea","Amphipoda","Amphipod","Hyalella azteca","","Mean","N",18,21.5,"1",NA,60000,1230,"Original species length","Species",1,"Alternate species mass","","Fresh",1526,0.07,1.93,1.37,3.54,0.000399,0.000355,0.000447,200,"180 ?g Cu/L",1.390005
"173",1527,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? C","Crustacea","Amphipoda","Amphipod","Hyalella azteca","","Mean","N",18,21.5,"1",NA,60000,1230,"Original species length","Species",1,"Alternate species mass","","Fresh",1527,0.09,0.891,0.656,1.33,0.000667,0.000597,0.00075,200,"1710 ?g Cu/L",1.390005
"174",1528,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? D","Hexapoda","Coenagrionidae","Damselfly naiads","Enallagma spp.","Small","Mean","N",18,21.5,"1",NA,60000,2270,"Original species length","Species",33.2,"Original genus length","Order","Fresh",1528,0.04,2.12,1.61,3.05,0.000393,0.000352,0.000438,200,"5 ?g Cu/L",1.390005
"175",1529,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? D","Hexapoda","Coenagrionidae","Damselfly naiads","Enallagma spp.","Small","Mean","N",18,21.5,"1",NA,60000,2270,"Original species length","Species",33.2,"Original genus length","Order","Fresh",1529,0.17,0.756,0.571,1.08,0.000454,0.000374,0.00054,200,"31 ?g Cu/L",1.390005
"176",1530,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? D","Hexapoda","Coenagrionidae","Damselfly naiads","Enallagma spp.","Small","Mean","N",18,21.5,"1",NA,60000,2270,"Original species length","Species",33.2,"Original genus length","Order","Fresh",1530,0.47,0.152,0.135,0.176,3.52e-11,1.83e-11,0.000154,200,"180 ?g Cu/L",1.390005
"177",1532,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? E","Hexapoda","Coenagrionidae","Damselfly naiads","Enallagma spp.","Large","Mean","N",18,21.5,"1",NA,60000,2170,"Original species length","Species",105,"Original genus length","Order","Fresh",1532,0.34,1.28,1.03,1.61,0.000676,0.000577,0.000764,200,"5 ?g Cu/L",1.390005
"178",1533,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? E","Hexapoda","Coenagrionidae","Damselfly naiads","Enallagma spp.","Large","Mean","N",18,21.5,"1",NA,60000,2170,"Original species length","Species",105,"Original genus length","Order","Fresh",1533,0.05,3.88,2.06,13.6,0.00141,0.00121,0.00159,200,"31 ?g Cu/L",1.390005
"179",1534,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? E","Hexapoda","Coenagrionidae","Damselfly naiads","Enallagma spp.","Large","Mean","N",18,21.5,"1",NA,60000,2170,"Original species length","Species",105,"Original genus length","Order","Fresh",1534,0.23,1.26,1.02,1.58,0.00115,0.00102,0.00129,200,"180 ?g Cu/L",1.390005
"180",1535,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? E","Hexapoda","Coenagrionidae","Damselfly naiads","Enallagma spp.","Large","Mean","N",18,21.5,"1",NA,60000,2170,"Original species length","Species",105,"Original genus length","Order","Fresh",1535,0.14,0.839,0.675,1.2,0.00266,0.00233,0.00305,200,"1710 ?g Cu/L",1.390005
"181",1536,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? F","Crustacea","Cladocera","Daphnia","Daphnia pulex","","Mean","N",18,21.5,"1",NA,60000,2450,"Original species length","Species",0.353,"Average species mass","","Fresh",1536,0.14,14.3,9.69,22.1,6.13e-05,5.65e-05,6.69e-05,200,"Cu Treated Prey/5 ?g Cu/L",1.390005
"182",1537,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? F","Crustacea","Cladocera","Daphnia","Daphnia pulex","","Mean","N",18,21.5,"1",NA,60000,2450,"Original species length","Species",0.353,"Average species mass","","Fresh",1537,0,137,39.5,329,6.82e-05,6.43e-05,7.2e-05,200,"Cu Treated Prey/31 ?g Cu/L",1.390005
"183",1538,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? G","Crustacea","Cladocera","Daphnia","Daphnia magna","","Mean","N",18,21.5,"1",NA,60000,3240,"Original species length","Species",0.99,"Average species mass","","Fresh",1538,0.6,17.4,13.5,21.8,3.28e-05,2.93e-05,3.72e-05,200,"Cu Treated Prey/5 ?g Cu/L",1.390005
"184",1539,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? G","Crustacea","Cladocera","Daphnia","Daphnia magna","","Mean","N",18,21.5,"1",NA,60000,3240,"Original species length","Species",0.99,"Average species mass","","Fresh",1539,0.6,11.8,9.62,14.2,5.03e-05,4.57e-05,5.66e-05,200,"Cu Treated Prey/31 ?g Cu/L",1.390005
"185",1540,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? H","Crustacea","Amphipoda","Amphipod","Hyalella azteca","","Mean","N",18,21.5,"1",NA,60000,1270,"Original species length","Species",1,"Alternate species mass","","Fresh",1540,0.09,2.05,1.28,3.64,0.00033,0.000286,0.000377,200,"Cu Treated Prey/5 ?g Cu/L",1.390005
"186",1541,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? H","Crustacea","Amphipoda","Amphipod","Hyalella azteca","","Mean","N",18,21.5,"1",NA,60000,1270,"Original species length","Species",1,"Alternate species mass","","Fresh",1541,0.03,3.02,1.42,27.1,0.000434,0.000365,0.000494,200,"Cu Treated Prey/31 ?g Cu/L",1.390005
"187",1542,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? H","Crustacea","Amphipoda","Amphipod","Hyalella azteca","","Mean","N",18,21.5,"1",NA,60000,1270,"Original species length","Species",1,"Alternate species mass","","Fresh",1542,0.31,0.859,0.685,1.09,0.000226,0.000191,0.000269,200,"Cu Treated Prey/180 ?g Cu/L",1.390005
"188",1543,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? I","Hexapoda","Coenagrionidae","Damselfly naiads","Enallagma spp.","Small","Mean","N",18,21.5,"1",NA,60000,3340,"Original species length","Species",33.2,"Original genus length","Order","Fresh",1543,0.08,1.17,0.718,2.61,0.000568,0.000458,0.000682,200,"Cu Treated Prey/5 ?g Cu/L",1.390005
"189",1544,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? I","Hexapoda","Coenagrionidae","Damselfly naiads","Enallagma spp.","Small","Mean","N",18,21.5,"1",NA,60000,3340,"Original species length","Species",33.2,"Original genus length","Order","Fresh",1544,0.24,0.206,0.141,0.313,0.000303,7.9e-06,0.000602,200,"Cu Treated Prey/31 ?g Cu/L",1.390005
"190",1545,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? I","Hexapoda","Coenagrionidae","Damselfly naiads","Enallagma spp.","Small","Mean","N",18,21.5,"1",NA,60000,3340,"Original species length","Species",33.2,"Original genus length","Order","Fresh",1545,0.03,1.25,0.782,2.62,0.000921,0.000804,0.00105,200,"Cu Treated Prey/180 ?g Cu/L",1.390005
"191",1546,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? J","Hexapoda","Coenagrionidae","Damselfly naiads","Enallagma spp.","Large","Mean","N",18,21.5,"1",NA,60000,1960,"Original species length","Species",105,"Original genus length","Order","Fresh",1546,0.01,8.1,3.25,50.9,0.00203,0.00181,0.00229,200,"Cu Treated Prey/5 ?g Cu/L",1.390005
"192",1547,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? J","Hexapoda","Coenagrionidae","Damselfly naiads","Enallagma spp.","Large","Mean","N",18,21.5,"1",NA,60000,1960,"Original species length","Species",105,"Original genus length","Order","Fresh",1547,0.11,1.09,0.657,1.93,0.00266,0.00228,0.00312,200,"Cu Treated Prey/31 ?g Cu/L",1.390005
"193",1548,"Sandheinrich and Atchison 1989 CANADIAN J OF FISHERIES AND AQUA SCIES","",3,"Actinopterygii","Perciformes","Bluegill","Lepomis macrochirus","Adult? J","Hexapoda","Coenagrionidae","Damselfly naiads","Enallagma spp.","Large","Mean","N",18,21.5,"1",NA,60000,1960,"Original species length","Species",105,"Original genus length","Order","Fresh",1548,0.33,0.169,0.147,0.19,2.01e-10,1.32e-10,4.43e-10,200,"Cu Treated Prey/180 ?g Cu/L",1.390005
"194",1549,"Houde and Schekter 1980 ENVIRMTAL BIOL OF FISHES","",3,"Actinopterygii","Clupeiformes","Bay anchovy","Anchoa mitchilli","Larva A","Crustacea","Copepoda","Nauplii and copepodites, Small","Oithona nana, Acartia tonsa, and Paracalanus parvus","Composed primarily of these 3 prey species","Mean","N",NA,26,"אפר-20",NA,10000,0.02,"Original species mass","",3e-04,"Original species mass","","Marine",1549,0.95,0.0013,0.00104,0.00156,0.000899,0.000614,0.00133,200,"",3.39229
"195",1550,"Houde and Schekter 1980 ENVIRMTAL BIOL OF FISHES","",3,"Actinopterygii","Perciformes","Western Atlantic sea bream","Archosargus rhomboidalis","Larva A","Crustacea","Copepoda","Nauplii and copepodites, Small","Oithona nana, Acartia tonsa, and Paracalanus parvus","Composed primarily of these 3 prey species","Mean","N",NA,26,"אפר-20",NA,10000,0.02,"Original species mass","",3e-04,"Original species mass","","Marine",1550,0.92,0.000861,0.000638,0.00113,0.00174,0.000592,0.00294,200,"",2.34927
